-12.2995 8.53808e-05
-12.299 0.000157632
-12.2986 0.000202895
-12.2981 0.000240518
-12.2976 0.00027342
-12.2971 0.000302143
-12.2967 0.00032577
-12.2962 0.000351272
-12.2957 0.000373907
-12.2952 0.000395289
-12.2948 0.000417169
-12.2943 0.000434385
-12.2938 0.000454734
-12.2933 0.000471527
-12.2929 0.000489829
-12.2924 0.000506838
-12.2919 0.000522411
-12.2914 0.000536505
-12.2909 0.000551413
-12.2905 0.000565766
-12.29 0.000580917
-12.2895 0.000594595
-12.289 0.000610501
-12.2886 0.000623913
-12.2881 0.000638728
-12.2876 0.000649139
-12.2871 0.000662413
-12.2867 0.000673564
-12.2862 0.000685349
-12.2857 0.000698979
-12.2852 0.00071102
-12.2848 0.000724928
-12.2843 0.000734731
-12.2838 0.0007435
-12.2833 0.000754724
-12.2828 0.000766147
-12.2824 0.000775018
-12.2819 0.000785545
-12.2814 0.000797951
-12.2809 0.000809156
-12.2805 0.00081626
-12.28 0.000827273
-12.2795 0.000839356
-12.279 0.000849655
-12.2786 0.000859365
-12.2781 0.000866785
-12.2776 0.000879825
-12.2771 0.000885103
-12.2767 0.000890092
-12.2762 0.000904971
-12.2757 0.000912064
-12.2752 0.000922082
-12.2747 0.000931872
-12.2743 0.000942683
-12.2738 0.000949799
-12.2733 0.000961177
-12.2728 0.00096667
-12.2724 0.000972764
-12.2719 0.000986349
-12.2714 0.000993999
-12.2709 0.00100346
-12.2705 0.00100778
-12.27 0.00101817
-12.2695 0.00102879
-12.269 0.00103323
-12.2686 0.00103766
-12.2681 0.00104964
-12.2676 0.00105969
-12.2671 0.00106869
-12.2666 0.00107462
-12.2662 0.00107927
-12.2657 0.00108837
-12.2652 0.00109433
-12.2647 0.00110266
-12.2643 0.00111195
-12.2638 0.00111959
-12.2633 0.00112707
-12.2628 0.00113119
-12.2624 0.00113813
-12.2619 0.00114928
-12.2614 0.00115309
-12.2609 0.00116163
-12.2605 0.00117124
-12.26 0.00118024
-12.2595 0.00118515
-12.259 0.00119252
-12.2585 0.00119649
-12.2581 0.00120208
-12.2576 0.00121254
-12.2571 0.0012207
-12.2566 0.00122838
-12.2562 0.00123596
-12.2557 0.00124003
-12.2552 0.00124395
-12.2547 0.00125349
-12.2543 0.00126
-12.2538 0.00126577
-12.2533 0.001275
-12.2528 0.00128328
-12.2524 0.00128828
-12.2519 0.00129005
-12.2514 0.00129829
-12.2509 0.00130409
-12.2504 0.00131265
-12.25 0.00131594
-12.2495 0.00132168
-12.249 0.00133152
-12.2485 0.00133762
-12.2481 0.00134361
-12.2476 0.0013486
-12.2471 0.00135479
-12.2466 0.00136076
-12.2462 0.0013673
-12.2457 0.00136959
-12.2452 0.00137661
-12.2447 0.00138728
-12.2443 0.00138829
-12.2438 0.00139722
-12.2433 0.00140778
-12.2428 0.00140709
-12.2423 0.0014169
-12.2419 0.00142342
-12.2414 0.00142504
-12.2409 0.0014318
-12.2404 0.00144451
-12.24 0.00144425
-12.2395 0.00144943
-12.239 0.00145715
-12.2385 0.00146317
-12.2381 0.00146465
-12.2376 0.00147339
-12.2371 0.00148243
-12.2366 0.00148633
-12.2362 0.0014893
-12.2357 0.00149455
-12.2352 0.00149905
-12.2347 0.00150971
-12.2342 0.00151365
-12.2338 0.00151929
-12.2333 0.00152565
-12.2328 0.00152725
-12.2323 0.00153777
-12.2319 0.00154495
-12.2314 0.00154563
-12.2309 0.00155136
-12.2304 0.00155613
-12.23 0.00155872
-12.2295 0.0015674
-12.229 0.00157068
-12.2285 0.00157712
-12.2281 0.00158556
-12.2276 0.00159194
-12.2271 0.00159261
-12.2266 0.0016016
-12.2261 0.00160184
-12.2257 0.00161344
-12.2252 0.00161336
-12.2247 0.0016175
-12.2242 0.00162508
-12.2238 0.00162944
-12.2233 0.00163639
-12.2228 0.00164049
-12.2223 0.001642
-12.2219 0.00164973
-12.2214 0.00165884
-12.2209 0.00166102
-12.2204 0.00166629
-12.22 0.00167428
-12.2195 0.00167981
-12.219 0.00168335
-12.2185 0.00168757
-12.218 0.00168999
-12.2176 0.00169731
-12.2171 0.00170401
-12.2166 0.001704
-12.2161 0.00171355
-12.2157 0.0017184
-12.2152 0.0017179
-12.2147 0.00172549
-12.2142 0.00172806
-12.2138 0.00173513
-12.2133 0.00173995
-12.2128 0.00174219
-12.2123 0.00174664
-12.2119 0.00175361
-12.2114 0.00175439
-12.2109 0.00176699
-12.2104 0.00176768
-12.2099 0.00177271
-12.2095 0.00177949
-12.209 0.00178099
-12.2085 0.00179407
-12.208 0.00178947
-12.2076 0.00179827
-12.2071 0.00180355
-12.2066 0.00180659
-12.2061 0.00181017
-12.2057 0.00181217
-12.2052 0.00181789
-12.2047 0.0018233
-12.2042 0.00183102
-12.2038 0.00184091
-12.2033 0.00183833
-12.2028 0.00184721
-12.2023 0.0018483
-12.2018 0.0018487
-12.2014 0.00185826
-12.2009 0.00186059
-12.2004 0.00186686
-12.1999 0.00186741
-12.1995 0.00187221
-12.199 0.00188418
-12.1985 0.0018853
-12.198 0.00188807
-12.1976 0.00189827
-12.1971 0.00190139
-12.1966 0.00190282
-12.1961 0.00191106
-12.1957 0.00191062
-12.1952 0.00191661
-12.1947 0.00192206
-12.1942 0.00192729
-12.1937 0.00192716
-12.1933 0.0019334
-12.1928 0.00193835
-12.1923 0.00194274
-12.1918 0.00194273
-12.1914 0.00194886
-12.1909 0.00195766
-12.1904 0.00195817
-12.1899 0.00196653
-12.1895 0.00196726
-12.189 0.00197252
-12.1885 0.0019727
-12.188 0.00197811
-12.1876 0.00198449
-12.1871 0.00199122
-12.1866 0.00199125
-12.1861 0.00199631
-12.1856 0.00199918
-12.1852 0.00200707
-12.1847 0.00200917
-12.1842 0.00201393
-12.1837 0.00201712
-12.1833 0.00202039
-12.1828 0.00203105
-12.1823 0.00203296
-12.1818 0.00203631
-12.1814 0.00203922
-12.1809 0.00204644
-12.1804 0.00204846
-12.1799 0.00205304
-12.1795 0.00205883
-12.179 0.00206106
-12.1785 0.00206322
-12.178 0.00206752
-12.1775 0.00207301
-12.1771 0.00207961
-12.1766 0.00208072
-12.1761 0.00208748
-12.1756 0.00208742
-12.1752 0.0020912
-12.1747 0.00210174
-12.1742 0.00210165
-12.1737 0.00211078
-12.1733 0.00211206
-12.1728 0.00211524
-12.1723 0.00212344
-12.1718 0.00212243
-12.1714 0.00212812
-12.1709 0.002134
-12.1704 0.00213736
-12.1699 0.0021392
-12.1694 0.0021366
-12.169 0.00214568
-12.1685 0.00215529
-12.168 0.00215329
-12.1675 0.00216017
-12.1671 0.00216613
-12.1666 0.00216489
-12.1661 0.00216108
-12.1656 0.0021739
-12.1652 0.00218102
-12.1647 0.00218146
-12.1642 0.00218759
-12.1637 0.0021927
-12.1633 0.00219665
-12.1628 0.0021981
-12.1623 0.00219843
-12.1618 0.00220587
-12.1613 0.00220941
-12.1609 0.00221044
-12.1604 0.00221323
-12.1599 0.00221922
-12.1594 0.00222571
-12.159 0.00223009
-12.1585 0.00222845
-12.158 0.00223396
-12.1575 0.00223989
-12.1571 0.00224648
-12.1566 0.00224705
-12.1561 0.00225141
-12.1556 0.00224869
-12.1552 0.00225918
-12.1547 0.00226544
-12.1542 0.00226853
-12.1537 0.00227222
-12.1532 0.00227548
-12.1528 0.00227749
-12.1523 0.00228366
-12.1518 0.00228566
-12.1513 0.00228836
-12.1509 0.00229292
-12.1504 0.00229685
-12.1499 0.00230195
-12.1494 0.00230203
-12.149 0.00230767
-12.1485 0.00230964
-12.148 0.00230953
-12.1475 0.00232111
-12.1471 0.00231911
-12.1466 0.0023279
-12.1461 0.00233691
-12.1456 0.00233734
-12.1451 0.00234023
-12.1447 0.00234226
-12.1442 0.00234009
-12.1437 0.00234721
-12.1432 0.00235113
-12.1428 0.00235315
-12.1423 0.00235542
-12.1418 0.00235833
-12.1413 0.00236042
-12.1409 0.00236772
-12.1404 0.00236977
-12.1399 0.00237791
-12.1394 0.00238014
-12.139 0.00238351
-12.1385 0.00238829
-12.138 0.00239479
-12.1375 0.00239126
-12.137 0.00239641
-12.1366 0.00239854
-12.1361 0.00240142
-12.1356 0.00240493
-12.1351 0.00241267
-12.1347 0.00241437
-12.1342 0.00242064
-12.1337 0.00242517
-12.1332 0.00242599
-12.1328 0.00242492
-12.1323 0.00242819
-12.1318 0.00243807
-12.1313 0.00243499
-12.1309 0.00244818
-12.1304 0.00244814
-12.1299 0.00244939
-12.1294 0.00245413
-12.1289 0.00245777
-12.1285 0.00246068
-12.128 0.00247402
-12.1275 0.00247078
-12.127 0.00247902
-12.1266 0.0024778
-12.1261 0.00247776
-12.1256 0.00248073
-12.1251 0.00248798
-12.1247 0.00248996
-12.1242 0.00249327
-12.1237 0.0024919
-12.1232 0.00250107
-12.1228 0.00250425
-12.1223 0.00250692
-12.1218 0.00250971
-12.1213 0.00251104
-12.1208 0.00251239
-12.1204 0.00252076
-12.1199 0.00252391
-12.1194 0.00252159
-12.1189 0.00253374
-12.1185 0.00253102
-12.118 0.00253247
-12.1175 0.00253837
-12.117 0.00254499
-12.1166 0.00254877
-12.1161 0.00255502
-12.1156 0.00255596
-12.1151 0.00255496
-12.1147 0.00255973
-12.1142 0.00256386
-12.1137 0.00256717
-12.1132 0.00257392
-12.1127 0.00257196
-12.1123 0.00257864
-12.1118 0.00258296
-12.1113 0.00258392
-12.1108 0.0025901
-12.1104 0.00259345
-12.1099 0.00259324
-12.1094 0.00260093
-12.1089 0.0026042
-12.1085 0.00260315
-12.108 0.00260321
-12.1075 0.00261146
-12.107 0.00261655
-12.1066 0.00261856
-12.1061 0.00262138
-12.1056 0.00262355
-12.1051 0.00262445
-12.1046 0.00263362
-12.1042 0.00263748
-12.1037 0.00263911
-12.1032 0.00264365
-12.1027 0.00264299
-12.1023 0.00265166
-12.1018 0.00265428
-12.1013 0.00265637
-12.1008 0.00265711
-12.1004 0.00266006
-12.0999 0.00266372
-12.0994 0.00266734
-12.0989 0.00266637
-12.0985 0.00267513
-12.098 0.00267388
-12.0975 0.00268046
-12.097 0.00268392
-12.0965 0.00268389
-12.0961 0.00269353
-12.0956 0.00269067
-12.0951 0.00269306
-12.0946 0.00269544
-12.0942 0.00270211
-12.0937 0.0027038
-12.0932 0.00271056
-12.0927 0.00270685
-12.0923 0.00271699
-12.0918 0.00271673
-12.0913 0.00272019
-12.0908 0.00272957
-12.0904 0.00273178
-12.0899 0.00273353
-12.0894 0.00273472
-12.0889 0.0027402
-12.0884 0.00273901
-12.088 0.0027427
-12.0875 0.00275713
-12.087 0.00274783
-12.0865 0.00275635
-12.0861 0.00275934
-12.0856 0.00275628
-12.0851 0.00276779
-12.0846 0.00277114
-12.0842 0.00277551
-12.0837 0.00277416
-12.0832 0.00277674
-12.0827 0.00277704
-12.0823 0.00278053
-12.0818 0.00278312
-12.0813 0.00278537
-12.0808 0.00278886
-12.0803 0.00279692
-12.0799 0.00279089
-12.0794 0.00280172
-12.0789 0.0028036
-12.0784 0.00280694
-12.078 0.00281161
-12.0775 0.00281392
-12.077 0.00281547
-12.0765 0.00282479
-12.0761 0.00282475
-12.0756 0.00282422
-12.0751 0.00282495
-12.0746 0.00283609
-12.0742 0.00283447
-12.0737 0.00283819
-12.0732 0.00283809
-12.0727 0.00284251
-12.0722 0.00284876
-12.0718 0.00285066
-12.0713 0.00285671
-12.0708 0.00285654
-12.0703 0.00285562
-12.0699 0.00286351
-12.0694 0.0028679
-12.0689 0.00287116
-12.0684 0.00287042
-12.068 0.00287454
-12.0675 0.00287397
-12.067 0.00288137
-12.0665 0.0028838
-12.0661 0.00288846
-12.0656 0.00289075
-12.0651 0.00289333
-12.0646 0.00289617
-12.0641 0.00290168
-12.0637 0.00290435
-12.0632 0.00290337
-12.0627 0.002915
-12.0622 0.00291575
-12.0618 0.00291217
-12.0613 0.00291648
-12.0608 0.00292284
-12.0603 0.00292184
-12.0599 0.00292821
-12.0594 0.00293309
-12.0589 0.00293541
